Phase	Elements	method	oldorder	neworder	rowmode	esteps	asteps	err
15841	90	random	reverse	fwdrev	single	2025	2025	0.00
15842	45	dinsertion	fwdrev	reverse	single	506	505	0.00
15843	45	swap	reverse	interleave	single	135	137	0.01
15844	45	selection	interleave	reverse	single	506	506	0.00
15845	45	evenodd	reverse	revfwd	single	43	43	0.00
15846	90	quick	revfwd	fwdrev	single	170	161	0.05
15847	180	merge	fwdrev	revfwd	zipper	90	90	0.00
15848	360	triple	revfwd	forward	zipper	241	241	0.00
15849	180	evenodd	forward	revfwd	zipper	179	179	0.00
15850	90	evenodd	revfwd	random	single	80	85	0.06
15851	90	quick	random	revfwd	single	171	163	0.05
15852	90	insertion	revfwd	fwdrev	single	2025	2025	0.00
15853	45	quick	fwdrev	revfwd	single	81	60	0.30
15854	15	selection	revfwd	reverse	single	49	49	0.00
15855	45	evenodd	reverse	revfwd	single	43	43	0.00
15856	45	dinsertion	revfwd	reverse	single	484	484	0.00
15857	90	quick	reverse	interleave	single	151	159	0.05
15858	90	triple	interleave	reverse	single	62	60	0.03
15859	90	evenodd	reverse	interleave	single	89	89	0.00
15860	90	swap	interleave	forward	single	336	340	0.01
15861	90	dinsertion	forward	reverse	single	4005	4005	0.00
15862	45	swap	reverse	forward	single	162	152	0.06
15863	45	merge	forward	interleave	single	43	43	0.00
15864	45	selection	interleave	forward	single	484	484	0.00
15865	45	swap	forward	interleave	single	133	132	0.01
15866	45	selection	interleave	forward	single	484	484	0.00
15867	90	triple	forward	interleave	single	59	60	0.02
15868	90	evenodd	interleave	fwdrev	single	89	87	0.02
15869	90	swap	fwdrev	interleave	single	370	332	0.11
15870	90	swap	interleave	random	single	372	327	0.13
15871	90	swap	random	interleave	single	371	337	0.10
15872	90	merge	interleave	forward	single	91	92	0.01
15873	90	swap	forward	interleave	single	348	358	0.03
15874	90	triple	interleave	revfwd	single	52	54	0.04
15875	90	dinsertion	revfwd	interleave	single	1980	1981	0.00
15876	90	merge	interleave	reverse	single	91	92	0.01
15877	180	quick	reverse	forward	zipper	177	180	0.02
15878	180	dinsertion	forward	reverse	zipper	15840	15840	0.00
15879	180	quick	revfwd	fwdrev	rightleft	248	239	0.04
15880	360	quick	fwdrev	revfwd	rightleft	506	483	0.05
15881	180	random	reverse	revfwd	single	8010	8010	0.00
15882	60	insertion	revfwd	forward	single	900	900	0.00
15883	60	quick	forward	fwdrev	single	110	102	0.08
15884	20	merge	fwdrev	interleave	single	18	18	0.00
15885	20	insertion	interleave	fwdrev	single	90	90	0.00
15886	20	merge	fwdrev	revfwd	single	10	10	0.00
15887	40	insertion	revfwd	forward	zipper	360	360	0.00
15888	40	triple	forward	reverse	zipper	40	40	0.00
15889	40	merge	revfwd	fwdrev	rightleft	20	20	0.00
15890	40	selection	fwdrev	revfwd	rightleft	380	380	0.00
15891	40	dinsertion	reverse	revfwd	zipper	360	360	0.00
15892	20	selection	revfwd	forward	single	100	100	0.00
15893	20	dinsertion	forward	interleave	single	90	90	0.00
15894	20	swap	interleave	reverse	single	42	42	0.00
15895	20	evenodd	reverse	fwdrev	single	19	19	0.00
15896	20	quick	fwdrev	revfwd	single	32	32	0.00
15897	20	evenodd	revfwd	interleave	single	16	16	0.00
15898	20	evenodd	interleave	reverse	single	19	19	0.00
15899	60	swap	reverse	random	single	202	221	0.09
15900	60	swap	random	fwdrev	single	208	225	0.08
15901	60	insertion	fwdrev	interleave	single	870	870	0.00
15902	60	merge	interleave	fwdrev	single	62	63	0.02
15903	120	swap	fwdrev	random	single	532	556	0.04
15904	120	merge	random	revfwd	single	159	149	0.06
15905	120	random	revfwd	forward	single	3600	3600	0.00
15906	40	merge	forward	fwdrev	single	40	40	0.00
15907	120	random	fwdrev	forward	single	3540	3540	0.00
15908	120	random	forward	reverse	single	7140	7140	0.00
15909	120	quick	reverse	interleave	single	212	228	0.07
15910	120	selection	interleave	revfwd	single	3540	3540	0.00
15911	240	triple	revfwd	forward	zipper	161	161	0.00
15912	240	swap	forward	reverse	zipper	1161	1164	0.00
15913	120	evenodd	reverse	fwdrev	zipper	119	119	0.00
15914	240	dinsertion	fwdrev	revfwd	zipper	14160	14160	0.00
15915	240	merge	revfwd	forward	zipper	239	239	0.00
15916	120	swap	forward	fwdrev	zipper	443	454	0.02
15917	40	dinsertion	fwdrev	forward	zipper	360	360	0.00
15918	20	merge	forward	revfwd	single	11	11	0.00
15919	40	evenodd	revfwd	forward	single	39	39	0.00
15920	20	swap	forward	revfwd	single	43	42	0.02
15921	40	quick	revfwd	forward	single	63	62	0.02
15922	80	triple	fwdrev	revfwd	rightleft	79	79	0.00
15923	80	dinsertion	revfwd	fwdrev	rightleft	1560	1560	0.00
15924	240	merge	fwdrev	revfwd	rightleft	120	120	0.00
15925	120	dinsertion	revfwd	fwdrev	rightleft	3540	3540	0.00
15926	120	dinsertion	fwdrev	revfwd	rightleft	3540	3540	0.00
15927	120	dinsertion	revfwd	fwdrev	rightleft	3540	3540	0.00
15928	240	random	fwdrev	revfwd	rightleft	14280	14280	0.00
15929	240	insertion	revfwd	fwdrev	rightleft	14280	14280	0.00
15930	240	quick	fwdrev	revfwd	rightleft	333	349	0.05
15931	240	merge	revfwd	fwdrev	rightleft	120	120	0.00
15932	240	triple	fwdrev	revfwd	rightleft	239	239	0.00
15933	80	swap	revfwd	fwdrev	rightleft	325	350	0.07
15934	80	insertion	forward	revfwd	zipper	1520	1520	0.00
15935	80	quick	revfwd	forward	zipper	112	107	0.05
15936	40	dinsertion	forward	fwdrev	zipper	360	360	0.00
15937	120	swap	fwdrev	reverse	zipper	391	379	0.03
15938	60	merge	reverse	forward	zipper	59	59	0.00
15939	120	random	forward	revfwd	zipper	3480	3480	0.00
15940	360	selection	revfwd	fwdrev	zipper	32040	32040	0.00
15941	360	evenodd	fwdrev	forward	zipper	358	358	0.00
15942	360	quick	forward	fwdrev	zipper	800	791	0.01
15943	180	quick	fwdrev	revfwd	zipper	215	212	0.01
15944	360	triple	revfwd	forward	zipper	241	241	0.00
15945	360	random	forward	fwdrev	zipper	32040	32040	0.00
15946	720	random	fwdrev	reverse	zipper	128880	128880	0.00
15947	720	triple	reverse	revfwd	zipper	480	480	0.00
15948	720	evenodd	revfwd	fwdrev	zipper	719	719	0.00
15949	360	quick	fwdrev	forward	zipper	588	592	0.01
15950	360	merge	forward	fwdrev	zipper	354	362	0.02
15951	360	quick	fwdrev	revfwd	zipper	430	429	0.00
15952	120	evenodd	revfwd	fwdrev	zipper	119	119	0.00
15953	120	insertion	fwdrev	forward	zipper	3480	3480	0.00
15954	120	insertion	forward	reverse	zipper	6960	6960	0.00
15955	120	swap	revfwd	fwdrev	rightleft	556	527	0.05
15956	60	swap	forward	random	single	209	213	0.02
15957	60	triple	random	revfwd	single	34	36	0.06
15958	60	triple	revfwd	forward	single	40	41	0.02
15959	180	dinsertion	forward	revfwd	single	8100	8100	0.00
15960	180	selection	revfwd	forward	single	8100	8100	0.00
15961	360	merge	forward	fwdrev	zipper	354	362	0.02
15962	360	selection	fwdrev	revfwd	zipper	32040	32040	0.00
15963	720	merge	revfwd	fwdrev	zipper	360	360	0.00
15964	720	swap	fwdrev	forward	zipper	4867	4074	0.18
15965	720	evenodd	forward	reverse	zipper	720	720	0.00
15966	720	random	reverse	revfwd	zipper	128880	128880	0.00
15967	240	selection	revfwd	fwdrev	zipper	14160	14160	0.00
15968	240	evenodd	fwdrev	revfwd	zipper	239	239	0.00
15969	240	merge	revfwd	fwdrev	zipper	120	120	0.00
15970	80	random	fwdrev	reverse	zipper	1520	1520	0.00
15971	40	evenodd	reverse	fwdrev	zipper	39	39	0.00
15972	20	evenodd	fwdrev	revfwd	single	19	19	0.00
15973	40	triple	revfwd	reverse	single	27	27	0.00
15974	40	quick	reverse	forward	single	58	58	0.00
15975	120	evenodd	forward	revfwd	single	119	119	0.00
15976	120	swap	revfwd	fwdrev	single	557	606	0.08
15977	120	quick	fwdrev	forward	single	225	232	0.03
15978	120	insertion	forward	revfwd	single	3600	3600	0.00
15979	120	selection	revfwd	forward	single	3600	3600	0.00
15980	120	merge	forward	fwdrev	single	122	119	0.02
15981	60	merge	fwdrev	reverse	single	59	59	0.00
15982	180	merge	reverse	interleave	single	180	179	0.01
15983	180	random	interleave	random	single	8114	8696	0.07
15984	180	triple	random	revfwd	single	99	92	0.07
15985	180	swap	revfwd	random	single	893	866	0.03
15986	180	dinsertion	random	reverse	single	8141	8240	0.01
15987	360	insertion	reverse	revfwd	zipper	32040	32040	0.00
15988	180	merge	revfwd	reverse	zipper	178	178	0.00
15989	180	swap	revfwd	fwdrev	rightleft	944	972	0.03
15990	180	dinsertion	fwdrev	revfwd	rightleft	8010	8010	0.00
15991	180	quick	revfwd	fwdrev	rightleft	248	239	0.04
15992	90	triple	forward	random	single	48	52	0.08
15993	90	merge	random	forward	single	119	115	0.03
15994	90	dinsertion	forward	reverse	single	4005	4005	0.00
15995	180	swap	reverse	forward	zipper	825	802	0.03
15996	180	swap	forward	revfwd	zipper	778	782	0.01
15997	90	random	revfwd	forward	single	2025	2025	0.00
15998	180	selection	fwdrev	revfwd	rightleft	8010	8010	0.00
15999	180	quick	revfwd	fwdrev	rightleft	248	239	0.04
16000	90	evenodd	fwdrev	revfwd	rightleft	89	89	0.00
16001	90	dinsertion	revfwd	fwdrev	rightleft	1980	1980	0.00
16002	45	swap	forward	random	single	140	157	0.11
16003	45	swap	random	fwdrev	single	138	129	0.07
16004	45	quick	fwdrev	interleave	single	76	76	0.00
16005	45	swap	interleave	revfwd	single	138	158	0.14
16006	15	insertion	revfwd	interleave	single	49	49	0.00
16007	15	dinsertion	interleave	fwdrev	single	49	46	0.06
16008	30	insertion	fwdrev	reverse	single	225	225	0.00
16009	30	evenodd	reverse	random	single	25	26	0.04
16010	30	evenodd	random	revfwd	single	24	29	0.19
16011	60	random	revfwd	forward	zipper	840	840	0.00
16012	60	swap	forward	revfwd	zipper	170	157	0.08
16013	120	dinsertion	revfwd	reverse	zipper	3480	3480	0.00
16014	240	selection	reverse	revfwd	zipper	14160	14160	0.00
16015	720	selection	revfwd	fwdrev	zipper	128880	128880	0.00
16016	720	random	fwdrev	reverse	zipper	128880	128880	0.00
16017	720	evenodd	reverse	fwdrev	zipper	719	719	0.00
16018	720	triple	fwdrev	forward	zipper	521	480	0.08
16019	720	merge	forward	fwdrev	zipper	712	722	0.01
16020	360	selection	fwdrev	reverse	zipper	32040	32040	0.00
16021	180	swap	reverse	interleave	single	857	850	0.01
16022	180	random	interleave	revfwd	single	8010	8010	0.00
16023	180	merge	revfwd	reverse	single	179	178	0.01
16024	180	dinsertion	reverse	interleave	single	8100	8100	0.00
16025	180	triple	interleave	fwdrev	single	113	107	0.05
16026	180	dinsertion	fwdrev	reverse	single	8100	8100	0.00
16027	180	quick	reverse	interleave	single	350	352	0.01
16028	180	evenodd	interleave	fwdrev	single	179	177	0.01
16029	180	merge	fwdrev	reverse	single	180	179	0.01
16030	180	selection	reverse	revfwd	single	8010	8010	0.00
16031	60	evenodd	revfwd	random	single	51	51	0.00
16032	60	merge	random	reverse	single	72	77	0.07
16033	60	dinsertion	reverse	revfwd	single	870	870	0.00
16034	30	merge	revfwd	fwdrev	single	15	15	0.00
16035	30	quick	fwdrev	revfwd	single	51	55	0.08
16036	30	triple	revfwd	reverse	single	20	20	0.00
16037	30	random	reverse	forward	single	435	435	0.00
16038	15	evenodd	forward	interleave	single	13	14	0.07
16039	15	random	interleave	reverse	single	56	56	0.00
16040	45	selection	reverse	forward	single	990	990	0.00
16041	90	merge	forward	interleave	single	89	88	0.01
16042	90	swap	interleave	revfwd	single	355	351	0.01
16043	90	quick	revfwd	forward	single	157	159	0.01
16044	90	merge	forward	reverse	single	90	89	0.01
16045	90	merge	reverse	forward	single	90	89	0.01
16046	30	swap	forward	random	single	77	94	0.20
16047	30	random	random	interleave	single	209	202	0.03
16048	30	selection	interleave	forward	single	210	210	0.00
16049	60	evenodd	fwdrev	revfwd	rightleft	59	59	0.00
16050	60	random	revfwd	fwdrev	rightleft	870	870	0.00
16051	120	triple	fwdrev	revfwd	rightleft	119	119	0.00
16052	120	evenodd	revfwd	fwdrev	rightleft	119	119	0.00
16053	60	triple	forward	fwdrev	single	40	40	0.00
16054	60	triple	fwdrev	forward	single	40	40	0.00
16055	60	dinsertion	forward	revfwd	single	900	900	0.00
16056	60	triple	revfwd	fwdrev	single	59	59	0.00
16057	120	swap	fwdrev	revfwd	zipper	524	487	0.07
16058	60	merge	revfwd	reverse	single	58	58	0.00
16059	60	evenodd	reverse	fwdrev	single	59	59	0.00
16060	180	quick	fwdrev	forward	single	360	348	0.03
16061	180	evenodd	forward	random	single	162	171	0.05
16062	180	random	random	revfwd	single	8106	7562	0.07
16063	180	evenodd	revfwd	reverse	single	178	178	0.00
16064	180	merge	reverse	fwdrev	single	90	92	0.02
16065	180	selection	fwdrev	interleave	single	8010	8010	0.00
16066	180	evenodd	interleave	random	single	165	160	0.03
16067	180	selection	random	fwdrev	single	8126	6994	0.15
16068	60	selection	fwdrev	reverse	single	900	900	0.00
16069	20	dinsertion	reverse	interleave	single	100	100	0.00
16070	20	evenodd	interleave	revfwd	single	16	17	0.06
16071	20	random	revfwd	fwdrev	single	100	100	0.00
16072	40	random	fwdrev	random	single	372	390	0.05
16073	40	triple	random	fwdrev	single	23	22	0.04
16074	40	evenodd	fwdrev	revfwd	single	39	39	0.00
16075	20	quick	revfwd	reverse	single	23	24	0.04
16076	20	selection	reverse	interleave	single	100	100	0.00
16077	20	triple	interleave	fwdrev	single	10	11	0.10
16078	20	dinsertion	fwdrev	interleave	single	90	90	0.00
16079	20	random	interleave	fwdrev	single	90	90	0.00
16080	10	random	fwdrev	random	single	20	31	0.43
16081	10	evenodd	random	fwdrev	single	8	10	0.22
16082	30	selection	fwdrev	reverse	single	225	225	0.00
16083	30	merge	reverse	interleave	single	29	29	0.00
16084	30	triple	interleave	fwdrev	single	17	17	0.00
16085	10	swap	fwdrev	reverse	single	14	15	0.07
16086	10	swap	reverse	interleave	single	15	13	0.14
16087	10	random	interleave	random	single	19	19	0.00
16088	10	quick	random	revfwd	single	12	8	0.40
16089	30	selection	revfwd	fwdrev	single	225	225	0.00
16090	15	merge	fwdrev	reverse	single	14	14	0.00
16091	15	merge	reverse	forward	single	14	14	0.00
16092	5	dinsertion	forward	reverse	single	10	8	0.22
16093	15	dinsertion	reverse	revfwd	single	49	46	0.06
16094	30	insertion	revfwd	fwdrev	single	225	225	0.00
16095	30	quick	fwdrev	reverse	single	45	43	0.05
16096	60	random	revfwd	fwdrev	rightleft	870	870	0.00
16097	60	random	fwdrev	revfwd	rightleft	870	870	0.00
16098	20	triple	revfwd	fwdrev	rightleft	19	19	0.00
16099	40	selection	fwdrev	revfwd	rightleft	380	380	0.00
16100	40	random	reverse	revfwd	zipper	360	360	0.00
16101	40	random	revfwd	fwdrev	zipper	360	360	0.00
16102	40	quick	fwdrev	forward	zipper	41	42	0.02
16103	40	random	forward	reverse	zipper	720	720	0.00
16104	40	dinsertion	revfwd	fwdrev	rightleft	380	380	0.00
16105	20	random	forward	random	single	88	82	0.07
16106	20	random	random	fwdrev	single	75	68	0.10
16107	40	merge	fwdrev	reverse	single	39	39	0.00
16108	20	merge	reverse	interleave	single	19	19	0.00
16109	20	dinsertion	interleave	revfwd	single	90	90	0.00
16110	40	merge	revfwd	fwdrev	zipper	20	20	0.00
16111	120	insertion	fwdrev	revfwd	zipper	3480	3480	0.00
16112	60	swap	revfwd	reverse	single	200	214	0.07
16113	120	selection	reverse	interleave	single	3600	3600	0.00
16114	120	triple	interleave	revfwd	single	70	72	0.03
16115	60	swap	revfwd	forward	single	191	216	0.12
16116	60	quick	forward	revfwd	single	109	106	0.03
16117	20	evenodd	revfwd	forward	single	19	19	0.00
16118	20	insertion	forward	reverse	single	190	190	0.00
16119	10	dinsertion	reverse	fwdrev	single	25	25	0.00
16120	30	evenodd	fwdrev	interleave	single	26	27	0.04
16121	30	dinsertion	interleave	fwdrev	single	210	210	0.00
16122	90	insertion	fwdrev	reverse	single	2025	2025	0.00
16123	30	evenodd	reverse	random	single	25	25	0.00
16124	30	merge	random	interleave	single	33	35	0.06
16125	30	selection	interleave	fwdrev	single	210	210	0.00
16126	15	insertion	fwdrev	forward	single	49	49	0.00
16127	15	insertion	forward	reverse	single	105	105	0.00
16128	30	quick	revfwd	fwdrev	rightleft	39	41	0.05
16129	30	merge	fwdrev	revfwd	rightleft	15	15	0.00
16130	30	selection	revfwd	fwdrev	rightleft	210	210	0.00
16131	30	quick	fwdrev	revfwd	rightleft	39	41	0.05
16132	90	evenodd	revfwd	fwdrev	rightleft	89	89	0.00
16133	180	swap	fwdrev	revfwd	rightleft	946	985	0.04
16134	90	selection	reverse	forward	single	4005	4005	0.00
16135	180	quick	forward	fwdrev	zipper	353	347	0.02
16136	180	swap	fwdrev	revfwd	zipper	874	902	0.03
16137	90	merge	revfwd	forward	single	90	89	0.01
16138	180	swap	forward	revfwd	single	876	860	0.02
16139	60	random	revfwd	interleave	single	870	870	0.00
16140	60	random	interleave	forward	single	870	870	0.00
16141	60	triple	forward	fwdrev	single	40	40	0.00
16142	60	insertion	fwdrev	revfwd	single	900	900	0.00
16143	60	evenodd	revfwd	fwdrev	single	59	59	0.00
16144	20	random	fwdrev	interleave	single	90	90	0.00
16145	20	insertion	interleave	revfwd	single	90	90	0.00
16146	20	triple	revfwd	reverse	single	13	13	0.00
16147	40	swap	revfwd	fwdrev	rightleft	126	155	0.21
16148	40	quick	fwdrev	revfwd	rightleft	53	51	0.04
16149	40	swap	reverse	forward	zipper	100	101	0.01
16150	120	evenodd	forward	revfwd	zipper	119	119	0.00
16151	40	insertion	revfwd	forward	zipper	360	360	0.00
16152	20	triple	forward	reverse	single	20	19	0.05
16153	20	triple	reverse	fwdrev	single	14	14	0.00
16154	20	selection	fwdrev	forward	single	90	90	0.00
16155	20	quick	forward	fwdrev	single	27	26	0.04
16156	20	evenodd	fwdrev	forward	single	18	18	0.00
16157	20	evenodd	forward	random	single	16	15	0.06
16158	20	swap	random	revfwd	single	43	27	0.46
16159	20	dinsertion	revfwd	interleave	single	90	90	0.00
16160	20	quick	interleave	forward	single	27	26	0.04
16161	10	insertion	forward	fwdrev	single	20	20	0.00
16162	5	quick	fwdrev	reverse	single	5	6	0.18
16163	10	selection	revfwd	fwdrev	rightleft	20	20	0.00
16164	10	selection	fwdrev	revfwd	rightleft	20	20	0.00
16165	10	insertion	revfwd	fwdrev	rightleft	20	20	0.00
16166	10	selection	fwdrev	revfwd	rightleft	20	20	0.00
16167	10	evenodd	revfwd	fwdrev	rightleft	9	9	0.00
16168	20	triple	fwdrev	revfwd	rightleft	19	19	0.00
16169	20	triple	reverse	fwdrev	zipper	13	14	0.07
16170	20	insertion	fwdrev	revfwd	zipper	80	80	0.00
16171	10	evenodd	revfwd	fwdrev	single	9	9	0.00
16172	10	insertion	fwdrev	interleave	single	20	20	0.00
16173	10	quick	interleave	forward	single	10	10	0.00
16174	30	swap	forward	fwdrev	single	72	70	0.03
16175	60	merge	fwdrev	revfwd	zipper	30	30	0.00
16176	60	random	revfwd	reverse	zipper	840	840	0.00
16177	60	evenodd	reverse	revfwd	zipper	58	58	0.00
16178	60	selection	revfwd	fwdrev	zipper	840	840	0.00
16179	120	triple	fwdrev	forward	zipper	80	80	0.00
16180	120	random	forward	fwdrev	zipper	3480	3480	0.00
16181	120	evenodd	fwdrev	reverse	zipper	119	119	0.00
16182	120	quick	reverse	fwdrev	zipper	209	216	0.03
16183	240	merge	fwdrev	forward	zipper	238	238	0.00
16184	720	evenodd	forward	fwdrev	zipper	718	718	0.00
16185	360	random	fwdrev	forward	zipper	32040	32040	0.00
16186	180	merge	forward	reverse	single	180	179	0.01
16187	180	dinsertion	reverse	forward	single	16110	16110	0.00
16188	90	quick	forward	fwdrev	single	181	166	0.09
16189	90	swap	fwdrev	reverse	single	351	381	0.08
16190	90	dinsertion	reverse	revfwd	single	1980	1980	0.00
16191	180	selection	revfwd	fwdrev	single	8100	8100	0.00
16192	180	evenodd	fwdrev	reverse	single	179	179	0.00
16193	180	evenodd	reverse	fwdrev	single	179	179	0.00
16194	360	swap	fwdrev	revfwd	zipper	1907	2193	0.14
16195	720	dinsertion	revfwd	forward	zipper	128880	128880	0.00
16196	720	insertion	forward	revfwd	zipper	128880	128880	0.00
16197	720	dinsertion	revfwd	fwdrev	zipper	128880	128880	0.00
16198	720	dinsertion	fwdrev	revfwd	zipper	128880	128880	0.00
16199	720	swap	revfwd	fwdrev	zipper	3989	4773	0.18
16200	720	insertion	fwdrev	reverse	zipper	128880	128880	0.00
16201	720	random	reverse	revfwd	zipper	128880	128880	0.00
16202	360	merge	revfwd	reverse	single	356	358	0.01
16203	180	merge	reverse	fwdrev	single	90	92	0.02
16204	60	dinsertion	fwdrev	forward	single	870	870	0.00
16205	60	merge	forward	reverse	single	59	59	0.00
16206	180	swap	reverse	fwdrev	single	852	806	0.06
16207	180	insertion	fwdrev	forward	single	8010	8010	0.00
16208	90	dinsertion	forward	interleave	single	1980	1980	0.00
16209	90	swap	interleave	fwdrev	single	376	372	0.01
16210	45	dinsertion	fwdrev	reverse	single	506	505	0.00
16211	90	quick	reverse	interleave	single	151	159	0.05
16212	90	random	interleave	reverse	single	2025	2025	0.00
16213	180	triple	reverse	revfwd	zipper	120	120	0.00
16214	180	insertion	revfwd	reverse	zipper	7920	7920	0.00
16215	360	random	reverse	revfwd	zipper	32040	32040	0.00
